"Excel Table 7: Differentially variable positions (p < 0.05) within the Bangladesh 450K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg17854284,-0.08,0.014,1.000,1.00,chr12,118407009,KSR2,TSS1500
cg19622777,0.09,0.014,1.000,1.00,chr2,86341240,PTCD3,Body
cg21721432,0.11,0.014,1.000,1.00,chr12,57472784,TMEM194A;TMEM194A,TSS1500;TSS1500
cg13762612,0.35,0.014,1.000,1.00,chr9,6703605,,
cg09730689,0.13,0.014,1.000,1.00,chr4,122184241,,
cg21721865,0.11,0.014,1.000,1.00,chr13,38923576,UFM1,TSS1500
cg00605831,-0.16,0.014,1.000,1.00,chr5,171481220,STK10,Body
cg13080282,0.17,0.014,1.000,1.00,chr12,24717178,,
cg06926936,0.09,0.014,1.000,1.00,chr5,159550084,,
cg05903710,0.11,0.014,1.000,1.00,chr16,27375732,IL4R,3'UTR
cg01139627,0.12,0.014,1.000,1.00,chr1,94344929,DNTTIP2,TSS200
cg12879242,-0.08,0.014,1.000,1.00,chr5,113696517,KCNN2,TSS1500
cg08122386,0.47,0.014,1.000,1.00,chr6,26195954,,
cg12535642,-0.34,0.014,1.000,1.00,chr2,120020901,STEAP3;STEAP3;STEAP3,Body;Body;Body
cg04471409,0.10,0.014,1.000,1.00,chr6,167040954,RPS6KA2;RPS6KA2,TSS1500;Body
cg03595018,-0.08,0.014,1.000,1.00,chr16,937477,LMF1,Body
cg07326267,0.13,0.014,1.000,1.00,chr10,134456012,INPP5A,Body
cg12329853,-0.19,0.014,1.000,1.00,chr10,29834266,MIR604;SVIL;SVIL,TSS1500;Body;Body
cg25745246,0.25,0.014,1.000,1.00,chr10,134491331,INPP5A,Body
cg17116178,0.16,0.014,1.000,1.00,chr12,131164075,,
cg12498887,0.22,0.014,1.000,1.00,chr22,33196328,SYN3;TIMP3;SYN3;SYN3,Body;TSS1500;Body;Body
cg20392615,0.10,0.014,1.000,1.00,chr8,125732565,MTSS1,Body
cg08227353,0.13,0.014,1.000,1.00,chr10,102821670,KAZALD1;KAZALD1,1stExon;5'UTR
cg19363546,0.12,0.014,1.000,1.00,chr11,120110701,POU2F3,TSS1500
cg03353885,0.18,0.014,1.000,1.00,chr13,113489392,ATP11A;ATP11A,Body;Body
cg03790022,0.08,0.014,1.000,1.00,chr7,4797831,FOXK1,Body
cg10077239,0.12,0.014,1.000,1.00,chr14,30397686,PRKD1,TSS1500
cg27480819,0.18,0.014,1.000,1.00,chr12,23686149,SOX5;SOX5;SOX5,3'UTR;3'UTR;3'UTR
cg04120578,0.12,0.014,1.000,1.00,chr7,100304340,POP7,5'UTR
cg03261945,0.08,0.014,1.000,1.00,chr13,100376969,CLYBL,Body
cg23409007,-0.10,0.014,1.000,1.00,chr6,155387265,,
cg14641764,0.13,0.014,1.000,1.00,chr17,1083194,ABR;ABR,TSS200;5'UTR
cg24927465,0.20,0.014,1.000,1.00,chr19,6215424,MLLT1,Body
cg01440570,-0.31,0.014,1.000,1.00,chr2,239312993,,
cg11935114,0.25,0.014,1.000,1.00,chr5,140206256,PCDHA2;PCDHA1;PCDHA1;PCDHA5;PCDHA6;PCDHA3;PCDHA6;PCDHA4;PCDHA6,Body;Body;Body;Body;TSS1500;Body;TSS1500;Body;TSS1500
cg14844138,-0.13,0.014,1.000,1.00,chr1,9999765,LZIC,5'UTR
cg12786945,0.37,0.014,1.000,1.00,chr3,13324760,,
cg07737131,-0.11,0.014,1.000,1.00,chr5,52319150,ITGA2,Body
cg04854451,0.31,0.014,1.000,1.00,chr15,89011607,MRPL46;MRPS11;MRPS11,TSS1500;Body;Body
cg01367424,-0.18,0.014,1.000,1.00,chr16,87351490,,
cg24347594,0.17,0.014,1.000,1.00,chr2,45236743,SIX2,TSS1500
cg25665636,0.18,0.014,1.000,1.00,chr6,35754758,C6orf127,Body
cg03958041,-0.11,0.014,1.000,1.00,chr12,65283867,,
cg26987699,0.12,0.014,1.000,1.00,chr18,19757890,GATA6,Body
cg17619405,0.24,0.014,1.000,1.00,chr3,157819846,SHOX2;SHOX2;SHOX2,Body;Body;Body
cg12525514,-0.37,0.014,1.000,1.00,chr1,1343260,MRPL20,TSS1500
cg21577406,0.17,0.014,1.000,1.00,chr6,87649719,HTR1E,5'UTR
cg01501819,0.20,0.014,1.000,1.00,chr19,49576200,KCNA7,TSS200
cg20599535,0.11,0.014,1.000,1.00,chr6,31126141,CCHCR1;CCHCR1;TCF19;TCF19;CCHCR1,TSS1500;TSS1500;TSS200;TSS200;TSS200
cg23661183,-0.11,0.014,1.000,1.00,chr10,116286593,ABLIM1;ABLIM1;ABLIM1;ABLIM1;ABLIM1,Body;1stExon;Body;5'UTR;Body
cg24500294,0.10,0.014,1.000,1.00,chr7,157333519,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg15837100,0.16,0.014,1.000,1.00,chr1,22647529,,
cg16531955,0.18,0.014,1.000,1.00,chr12,69965254,FRS2;FRS2,Body;Body
cg05532108,-0.09,0.014,1.000,1.00,chr4,2845444,ADD1;ADD1;ADD1;ADD1,TSS200;TSS200;TSS200;TSS200
cg07790569,0.13,0.014,1.000,1.00,chr1,118730253,,
cg11117531,0.18,0.014,1.000,1.00,chr17,1613239,TLCD2,Body
cg13523731,0.17,0.014,1.000,1.00,chr17,76607622,,
cg12998614,0.13,0.014,1.000,1.00,chr19,917068,KISS1R,TSS1500
cg13572840,0.11,0.014,1.000,1.00,chr1,16767524,NECAP2;NECAP2;NECAP2,Body;Body;Body
cg11489971,0.17,0.014,1.000,1.00,chr5,56707418,,
cg09790137,0.10,0.014,1.000,1.00,chr14,21439440,,
cg07489553,0.08,0.014,1.000,1.00,chr2,9771190,YWHAQ,TSS200
cg27532099,-0.10,0.014,1.000,1.00,chr3,120461514,GTF2E1;RABL3,TSS200;TSS200
cg21028633,0.20,0.014,1.000,1.00,chr14,60043767,C14orf38,TSS1500
cg03484490,0.12,0.014,1.000,1.00,chr10,97454076,TCTN3;TCTN3,TSS200;TSS200
cg07679725,0.12,0.014,1.000,1.00,chr2,120980899,TMEM185B,Body
cg14986699,-0.10,0.014,1.000,1.00,chr2,149632705,KIF5C,TSS200
cg00177657,-0.15,0.014,1.000,1.00,chr8,142278585,,
cg01566169,-0.14,0.014,1.000,1.00,chr19,475344,ODF3L2,TSS1500
cg03361557,-0.17,0.014,1.000,1.00,chr19,19774500,ATP13A1;ATP13A1,1stExon;5'UTR
cg16039960,-0.09,0.014,1.000,1.00,chr1,161369277,,
cg25771797,-0.16,0.014,1.000,1.00,chr3,193885499,,
cg16075268,-0.21,0.014,1.000,1.00,chr14,24779793,LTB4R2;LTB4R2;LTB4R2;LTB4R;CIDEB,1stExon;1stExon;5'UTR;TSS1500;5'UTR
cg08231493,0.10,0.014,1.000,1.00,chr8,17271093,MTMR7,TSS200
cg05119115,-0.13,0.014,1.000,1.00,chr7,40866195,C7orf10,Body
cg17813208,0.06,0.014,1.000,1.00,chr18,77138977,,
cg02725025,0.17,0.014,1.000,1.00,chr10,134973997,KNDC1,1stExon
cg14251555,0.12,0.014,1.000,1.00,chr17,73663432,RECQL5;SAP30BP;RECQL5;SAP30BP;RECQL5,TSS200;1stExon;TSS200;5'UTR;TSS200
cg26939377,-0.07,0.014,1.000,1.00,chr19,41869719,B9D2;TMEM91,5'UTR;TSS200
cg01067604,-0.11,0.014,1.000,1.00,chr1,7831845,VAMP3,Body
cg15992932,-0.12,0.014,1.000,1.00,chr6,30899405,SFTA2,Body
cg21155367,0.21,0.014,1.000,1.00,chr1,90229095,,
cg01009875,-0.10,0.014,1.000,1.00,chr1,165738180,TMCO1,TSS200
cg18837051,-0.10,0.014,1.000,1.00,chr15,64125388,HERC1,5'UTR
cg26882164,0.14,0.014,1.000,1.00,chr8,24859367,,
cg13248299,-0.19,0.014,1.000,1.00,chr12,108688108,CMKLR1;CMKLR1;CMKLR1;CMKLR1,5'UTR;5'UTR;5'UTR;5'UTR
cg17136126,-0.16,0.014,1.000,1.00,chr19,57106501,ZNF71,TSS200
cg23046475,0.14,0.014,1.000,1.00,chr17,19141619,EPN2;EPN2;EPN2,5'UTR;5'UTR;5'UTR
cg07704934,0.14,0.014,1.000,1.00,chr11,44332940,ALX4,TSS1500
cg22973087,-0.14,0.014,1.000,1.00,chr11,27528587,LIN7C;BDNFOS,TSS1500;Body
cg23088508,0.12,0.014,1.000,1.00,chr4,20729211,PACRGL;PACRGL,3'UTR;3'UTR
cg13488395,0.17,0.014,1.000,1.00,chr12,132312702,MMP17,TSS1500
cg04395970,0.22,0.014,1.000,1.00,chr8,23583662,,
cg24413662,0.18,0.014,1.000,1.00,chr11,122311293,,
cg07417745,0.09,0.014,1.000,1.00,chr2,228582488,SLC19A3,5'UTR
cg08691842,-0.14,0.014,1.000,1.00,chr19,50812499,MYH14;MYH14;MYH14,Body;Body;Body
cg04771669,0.14,0.014,1.000,1.00,chr19,55963862,,
cg13482326,0.07,0.014,1.000,1.00,chr2,118700475,CCDC93,Body
cg02338538,0.07,0.014,1.000,1.00,chr12,123757892,CDK2AP1,TSS1500
cg06714180,0.23,0.014,1.000,1.00,chr12,54409525,HOXC4;HOXC6;HOXC5,TSS1500;TSS1500;TSS1500
cg24795614,-0.10,0.014,1.000,1.00,chr2,44973115,C2orf34,Body
cg22127114,0.12,0.014,1.000,1.00,chr1,2440270,PANK4,3'UTR
cg02587988,0.14,0.014,1.000,1.00,chr15,79296446,RASGRF1;RASGRF1;RASGRF1,Body;Body;5'UTR
cg20671534,0.17,0.014,1.000,1.00,chr2,220174629,PTPRN,TSS1500
cg24067813,0.15,0.014,1.000,1.00,chr1,152009629,S100A11,TSS200
cg02293732,0.11,0.014,1.000,1.00,chr16,69304299,SNTB2,Body
cg02004979,0.11,0.014,1.000,1.00,chr3,141043480,ZBTB38,5'UTR
cg05545441,0.12,0.014,1.000,1.00,chr4,174442812,,
cg23105697,0.12,0.014,1.000,1.00,chr2,176983519,HOXD10,Body
cg10200312,0.10,0.014,1.000,1.00,chr16,66586528,CKLF;CKLF;CKLF;CKLF;CKLF;CKLF;CKLF;CKLF;CKLF;CKLF,1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;5'UTR;1stExon
cg12364461,-0.21,0.014,1.000,1.00,chr15,80185399,MTHFS,Body
cg05172425,-0.10,0.014,1.000,1.00,chr11,78497958,ODZ4,Body
cg25039081,-0.09,0.014,1.000,1.00,chr22,47023757,GRAMD4,Body
cg19323865,0.14,0.014,1.000,1.00,chr2,236647915,AGAP1;AGAP1,Body;Body
cg21309945,0.10,0.014,1.000,1.00,chr4,159644863,PPID,TSS1500
cg25083496,-0.26,0.014,1.000,1.00,chr6,150185501,LRP11,TSS200
cg17940200,0.09,0.014,1.000,1.00,chr2,19170947,,
cg20339864,0.10,0.014,1.000,1.00,chr7,2143172,MAD1L1;MAD1L1;MAD1L1,Body;Body;Body
cg12538248,0.18,0.014,1.000,1.00,chr8,61194072,CA8,TSS200
cg23885809,0.36,0.014,1.000,1.00,chr8,10469370,RP1L1,Body
cg14611666,0.23,0.014,1.000,1.00,chr4,13429528,RAB28;RAB28;RAB28,Body;Body;Body
cg13593479,0.15,0.014,1.000,1.00,chr5,149111749,PPARGC1B,Body
cg01724067,-0.14,0.014,1.000,1.00,chr14,81687483,GTF2A1;GTF2A1,TSS200;5'UTR
cg04236735,0.09,0.014,1.000,1.00,chr4,71658722,RUFY3;RUFY3,Body;3'UTR
cg00630249,0.10,0.014,1.000,1.00,chr1,110036889,CYB561D1;CYB561D1;CYB561D1;CYB561D1;CYB561D1,1stExon;Body;1stExon;1stExon;1stExon
cg20034209,-0.12,0.014,1.000,1.00,chr17,66287369,ARSG;SLC16A6;SLC16A6,5'UTR;5'UTR;1stExon
cg26705425,0.27,0.014,1.000,1.00,chr19,54024076,ZNF331,TSS200
cg02660165,0.11,0.014,1.000,1.00,chr1,160391109,VANGL2,Body
cg01588438,0.16,0.014,1.000,1.00,chr8,67344553,ADHFE1,TSS200
cg06254336,0.18,0.014,1.000,1.00,chr2,228362004,AGFG1;AGFG1;AGFG1;AGFG1,Body;Body;Body;Body
cg18593232,-0.10,0.014,1.000,1.00,chr15,73415075,NEO1,Body
cg15134120,0.12,0.014,1.000,1.00,chr12,70637731,CNOT2,5'UTR
cg26863842,0.16,0.014,1.000,1.00,chr6,31506723,BAT1;BAT1,Body;Body
cg08300346,0.14,0.014,1.000,1.00,chr11,113932106,ZBTB16;ZBTB16,5'UTR;5'UTR
cg25548942,0.11,0.014,1.000,1.00,chr7,24945251,OSBPL3;OSBPL3;OSBPL3;OSBPL3,5'UTR;5'UTR;5'UTR;5'UTR
cg14742079,0.19,0.014,1.000,1.00,chr22,37956207,CDC42EP1,TSS1500
cg11461825,-0.19,0.014,1.000,1.00,chr10,134796949,,
cg17594334,0.19,0.014,1.000,1.00,chr14,68000381,PLEKHH1,5'UTR
cg03401875,-0.10,0.014,1.000,1.00,chr5,178684658,ADAMTS2;ADAMTS2,Body;Body
cg12150039,-0.21,0.014,1.000,1.00,chr19,35490532,GRAMD1A;GRAMD1A,TSS1500;TSS1500
cg21917866,0.12,0.014,1.000,1.00,chr17,56431493,RNF43,3'UTR
cg04361019,0.13,0.014,1.000,1.00,chr2,8600980,,
cg19414016,0.15,0.014,1.000,1.00,chr13,113697165,MCF2L;MCF2L,Body;Body
cg19572766,0.19,0.014,1.000,1.00,chr17,48206424,SAMD14,5'UTR
cg23411440,0.23,0.014,1.000,1.00,chr14,23821570,SLC22A17;SLC22A17,TSS200;5'UTR
cg02396888,-0.15,0.014,1.000,1.00,chr1,31191746,MATN1,Body
cg18150721,0.14,0.014,1.000,1.00,chr3,134514881,EPHB1,Body
cg08831369,-0.11,0.014,1.000,1.00,chr1,197511177,DENND1B,Body
cg18875460,0.12,0.014,1.000,1.00,chr1,228604595,TRIM17;TRIM17;TRIM17;TRIM17,TSS200;TSS200;TSS200;TSS200
cg07769277,0.10,0.014,1.000,1.00,chr10,135095807,TUBGCP2,Body
cg04118154,-0.12,0.014,1.000,1.00,chr1,45140072,C1orf228;TMEM53;TMEM53,TSS1500;1stExon;5'UTR
cg00390682,0.11,0.014,1.000,1.00,chr2,232063187,ARMC9,TSS200
cg00280619,-0.12,0.014,1.000,1.00,chr6,35027324,ANKS1A,Body
cg27120125,0.11,0.014,1.000,1.00,chr6,28892660,TRIM27,TSS1500
cg03773681,0.07,0.014,1.000,1.00,chr2,63815918,MDH1;C2orf86,TSS1500;TSS200
cg17752015,0.08,0.014,1.000,1.00,chr17,80186763,SLC16A3;SLC16A3,5'UTR;TSS200
cg05256793,0.42,0.014,1.000,1.00,chr4,119274192,PRSS12,TSS1500
cg09342417,0.18,0.014,1.000,1.00,chr10,17715813,STAM,Body
cg14483162,0.18,0.014,1.000,1.00,chr5,159492309,TTC1,3'UTR
cg22183232,0.11,0.014,1.000,1.00,chr11,9406733,IPO7,Body
cg11717150,0.12,0.014,1.000,1.00,chr1,151031321,CDC42SE1;CDC42SE1;MLLT11,5'UTR;5'UTR;TSS1500
cg09461185,0.21,0.014,1.000,1.00,chr1,186649631,PTGS2,TSS200
cg22525715,-0.19,0.014,1.000,1.00,chr1,58190139,DAB1;MIR548D2,5'UTR;Body
cg14533401,0.21,0.014,1.000,1.00,chr11,108991744,,
cg07516511,-0.21,0.014,1.000,1.00,chr16,2907819,PRSS22,Body
cg21379008,0.12,0.014,1.000,1.00,chr1,154297555,ATP8B2;AQP10,TSS1500;3'UTR
cg01268322,0.13,0.014,1.000,1.00,chr14,88606697,,
cg27277463,0.21,0.014,1.000,1.00,chr12,62585031,FAM19A2,5'UTR
cg15297936,0.10,0.014,1.000,1.00,chr11,59323905,,
cg01544733,0.10,0.014,1.000,1.00,chr2,231920892,PSMD1,TSS1500
cg16355534,-0.11,0.014,1.000,1.00,chr1,215041899,,
cg02528112,0.19,0.014,1.000,1.00,chr7,156754734,NOM1,Body
cg27210657,0.10,0.014,1.000,1.00,chr20,749360,C20orf54,TSS200
cg21143587,0.16,0.014,1.000,1.00,chr14,103569397,C14orf73,Body
cg24161018,0.30,0.014,1.000,1.00,chr7,131847456,PLXNA4,Body
cg05855588,0.13,0.014,1.000,1.00,chr13,33590273,KL,TSS1500
cg11525548,0.12,0.014,1.000,1.00,chr1,7611041,CAMTA1,Body
cg08038037,0.09,0.014,1.000,1.00,chr11,1775039,HCCA2;CTSD,Body;Body
cg19752143,0.09,0.014,1.000,1.00,chr2,44552508,PREPL;PREPL;PREPL;PREPL;PREPL;PREPL;PREPL,Body;Body;Body;Body;Body;Body;Body
cg15027294,0.29,0.014,1.000,1.00,chr12,1609537,LOC100292680,TSS200
cg24965497,-0.13,0.014,1.000,1.00,chr17,7227181,NEURL4;NEURL4,Body;Body
cg11344729,0.12,0.014,1.000,1.00,chr7,151335190,PRKAG2;PRKAG2,Body;Body
cg21774561,0.12,0.014,1.000,1.00,chr17,80209247,CSNK1D;CSNK1D,Body;Body
cg25112641,-0.14,0.014,1.000,1.00,chr12,50344211,AQP2,TSS1500
cg08566056,-0.12,0.014,1.000,1.00,chr10,114526714,VTI1A,Body
cg27512018,0.07,0.014,1.000,1.00,chr19,11039304,YIPF2;YIPF2;C19orf52,1stExon;5'UTR;TSS200
cg24411972,0.17,0.014,1.000,1.00,chr10,134754396,C10orf93,Body
cg06488988,-0.15,0.014,1.000,1.00,chr11,96123559,JRKL;JRKL;CCDC82,5'UTR;1stExon;TSS1500
cg12915892,0.19,0.014,1.000,1.00,chr2,134024093,NCKAP5;NCKAP5,Body;Body
cg19822127,-0.14,0.014,1.000,1.00,chr15,65678027,IGDCC4,Body
cg00002531,-0.11,0.014,1.000,1.00,chr7,127721794,SND1;MIR593,Body;TSS200
cg09180702,0.50,0.014,1.000,1.00,chr16,633722,PIGQ;PIGQ,3'UTR;3'UTR
cg01142396,-0.13,0.014,1.000,1.00,chr2,131044434,,
cg25607226,0.40,0.014,1.000,1.00,chr7,157369960,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg09892203,0.26,0.014,1.000,1.00,chr17,64961140,CACNG4,1stExon
cg26880493,0.20,0.014,1.000,1.00,chr5,31855185,PDZD2,Body
cg02901790,0.09,0.014,1.000,1.00,chr8,144391601,TOP1MT,3'UTR
cg25136397,0.09,0.014,1.000,1.00,chr1,114450639,DCLRE1B,Body
cg07305506,0.11,0.014,1.000,1.00,chr3,152058521,MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;TMEM14E;MBNL1;MBNL1,Body;Body;Body;Body;Body;1stExon;Body;Body
cg08094784,0.10,0.014,1.000,1.00,chr22,42976149,RRP7B,Body
cg18806606,-0.08,0.014,1.000,1.00,chr12,2760899,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg06491249,-0.15,0.014,1.000,1.00,chr3,118754097,IGSF11;IGSF11,TSS1500;Body
cg21178978,0.17,0.014,1.000,1.00,chr1,231298610,TRIM67,TSS200
cg13472656,0.13,0.014,1.000,1.00,chr22,25960710,ADRBK2,TSS200
cg01473983,-0.10,0.014,1.000,1.00,chr16,85233147,,
cg13901819,0.11,0.014,1.000,1.00,chr4,151937026,LRBA,TSS200
cg01047586,0.19,0.014,1.000,1.00,chr2,176933407,,
cg24009881,-0.14,0.014,1.000,1.00,chr8,29719552,,
cg03875724,-0.19,0.014,1.000,1.00,chr10,134838656,,
cg01682285,0.14,0.014,1.000,1.00,chr14,81422160,TSHR;TSHR;TSHR,1stExon;1stExon;1stExon
cg14556871,0.11,0.014,1.000,1.00,chr19,44037103,ZNF575,TSS1500
cg16977668,0.10,0.014,1.000,1.00,chr6,86353909,SYNCRIP;SYNCRIP;SYNCRIP;SYNCRIP,TSS1500;TSS1500;TSS1500;TSS1500
cg23090372,0.15,0.014,1.000,1.00,chr12,4556149,FGF6,TSS1500
cg04831406,-0.13,0.014,1.000,1.00,chr7,1015170,COX19;COX19,5'UTR;1stExon
cg04908186,0.09,0.014,1.000,1.00,chr3,170588253,RPL22L1,TSS1500
cg19156552,0.14,0.014,1.000,1.00,chr3,79416702,ROBO1,Body
cg24516516,0.09,0.014,1.000,1.00,chr8,19678013,INTS10,Body
cg05211790,-0.15,0.014,1.000,1.00,chr5,34683189,RAI14;RAI14;RAI14;RAI14;RAI14,5'UTR;5'UTR;5'UTR;TSS1500;TSS1500
cg13523468,0.18,0.014,1.000,1.00,chr3,12047002,SYN2;SYN2,Body;Body
cg03234777,0.16,0.014,1.000,1.00,chr11,118095544,AMICA1,5'UTR
cg03324138,-0.10,0.014,1.000,1.00,chr1,2250410,,
cg09911332,0.14,0.014,1.000,1.00,chr13,44542478,,
cg23667541,-0.14,0.014,1.000,1.00,chr19,3941207,ITGB1BP3,Body
cg14522629,0.21,0.014,1.000,1.00,chr9,134699146,,
cg27126872,0.16,0.014,1.000,1.00,chr8,1948999,KBTBD11,5'UTR
cg02862059,-0.12,0.014,1.000,1.00,chr10,133273992,,
cg14082127,0.13,0.014,1.000,1.00,chr6,101847349,GRIK2;GRIK2;GRIK2,Body;Body;Body
cg09567644,-0.09,0.014,1.000,1.00,chr16,11350363,SOCS1,TSS1500
cg00668103,0.15,0.014,1.000,1.00,chr7,100084730,C7orf51,Body
cg22865542,0.11,0.014,1.000,1.00,chr19,47425491,GRLF1,1stExon
cg02852670,0.13,0.014,1.000,1.00,chr14,20903410,KLHL33,5'UTR
cg23008136,0.21,0.014,1.000,1.00,chr2,55743936,,
cg06118584,0.09,0.014,1.000,1.00,chr16,11770950,SNN,3'UTR
cg20601684,0.15,0.014,1.000,1.00,chr10,27792608,RAB18,TSS1500
cg19340278,0.11,0.014,1.000,1.00,chr10,97453975,TCTN3;TCTN3,TSS200;TSS200
cg09966375,-0.14,0.014,1.000,1.00,chr7,158280939,PTPRN2;PTPRN2;PTPRN2,Body;Body;Body
cg13985767,-0.14,0.014,1.000,1.00,chr7,2770904,GNA12,Body
cg04490945,-0.16,0.014,1.000,1.00,chr3,183959465,VWA5B2,Body
cg05732130,-0.08,0.014,1.000,1.00,chr16,58426207,GINS3;GINS3;GINS3,TSS200;TSS200;TSS200
cg00947599,-0.19,0.014,1.000,1.00,chr7,2802697,GNA12,Body
cg15895213,0.13,0.014,1.000,1.00,chr14,105452712,C14orf79;C14orf79,1stExon;5'UTR
cg23221651,0.11,0.014,1.000,1.00,chr7,75834378,SRRM3,5'UTR
cg12683467,0.11,0.014,1.000,1.00,chr3,197686956,IQCG;LMLN;LMLN;LMLN;LMLN,TSS200;TSS200;TSS200;TSS200;TSS200
cg27618939,0.09,0.014,1.000,1.00,chr8,71581788,XKR9;LACTB2,5'UTR;TSS1500
cg06688989,0.14,0.014,1.000,1.00,chr6,41606869,MDFI,Body
cg02816729,0.13,0.014,1.000,1.00,chr6,168843099,SMOC2;SMOC2,Body;Body
cg04774506,-0.08,0.014,1.000,1.00,chr16,942183,LMF1,Body
cg11465769,-0.10,0.014,1.000,1.00,chr2,1800785,MYT1L,Body
cg23973272,0.31,0.014,1.000,1.00,chr8,52322169,PXDNL,Body
cg15870741,0.11,0.014,1.000,1.00,chr6,127833557,C6orf174,Body
cg23970523,0.10,0.014,1.000,1.00,chr19,18654267,FKBP8,5'UTR
cg01962105,-0.18,0.014,1.000,1.00,chr6,30181212,TRIM26,TSS200
cg23897613,-0.16,0.014,1.000,1.00,chr6,27471350,,
cg23419756,0.16,0.014,1.000,1.00,chr13,112985983,,
cg08006845,0.07,0.014,1.000,1.00,chr19,40723403,TTC9B,Body
cg18899117,-0.19,0.014,1.000,1.00,chr2,206411031,PARD3B;PARD3B;PARD3B,Body;Body;Body
cg24432078,0.17,0.014,1.000,1.00,chr10,130229935,,
cg03863616,0.21,0.014,1.000,1.00,chr12,79257853,SYT1;SYT1;SYT1,5'UTR;1stExon;TSS1500
cg17681034,0.10,0.014,1.000,1.00,chr11,71639702,RNF121;LOC100133315;RNF121;RNF121,TSS200;TSS1500;TSS200;TSS200
cg15851882,0.13,0.014,1.000,1.00,chr15,59595945,MYO1E,Body
cg27209983,-0.10,0.014,1.000,1.00,chr11,124824125,CCDC15;CCDC15,5'UTR;1stExon
cg15659132,-0.39,0.014,1.000,1.00,chr6,26577336,,
cg27469606,0.14,0.014,1.000,1.00,chr19,1154485,SBNO2,5'UTR
cg03527501,0.16,0.014,1.000,1.00,chr12,131917411,,
cg13509517,0.29,0.014,1.000,1.00,chr9,32782825,TMEM215,TSS1500
cg14939821,-0.24,0.014,1.000,1.00,chr10,128947230,DOCK1;FAM196A,Body;Body
cg18734433,-0.11,0.014,1.000,1.00,chr7,150086169,ZNF775,Body
cg07188097,0.10,0.014,1.000,1.00,chr3,9885164,RPUSD3;RPUSD3,Body;Body
cg09213403,-0.10,0.014,1.000,1.00,chr16,30536482,ZNF768,Body
cg11054911,0.12,0.014,1.000,1.00,chr4,52946921,SPATA18,Body
cg14628267,0.08,0.014,1.000,1.00,chr17,58469902,USP32,TSS1500
cg19048532,0.24,0.014,1.000,1.00,chr7,27148002,HOXA3;HOXA3;HOXA3,Body;Body;Body
cg24107750,0.23,0.014,1.000,1.00,chr10,6569373,PRKCQ,5'UTR
cg16705245,-0.14,0.014,1.000,1.00,chr2,180725637,ZNF385B;MIR1258,5'UTR;TSS200
cg13110676,0.08,0.014,1.000,1.00,chr7,4843858,RADIL,Body
cg06408550,0.14,0.014,1.000,1.00,chr1,15736208,EFHD2,TSS200
cg22303045,0.15,0.014,1.000,1.00,chr6,100917022,,
cg06519746,-0.09,0.014,1.000,1.00,chr5,14664248,FAM105B,TSS1500
cg13828600,0.19,0.014,1.000,1.00,chr7,23144799,KLHL7;KLHL7,TSS1500;TSS1500
cg10550074,0.12,0.014,1.000,1.00,chr6,36304794,C6orf222,TSS200
cg13535903,-0.09,0.014,1.000,1.00,chr3,197094201,,
cg07749074,0.12,0.014,1.000,1.00,chr3,186383386,HRG,TSS1500
cg08985885,0.12,0.014,1.000,1.00,chr12,53719903,,
cg26515186,0.11,0.014,1.000,1.00,chr1,26855926,RPS6KA1,TSS1500
cg15400703,-0.13,0.014,1.000,1.00,chr14,93391194,CHGA,Body
cg08210688,0.09,0.014,1.000,1.00,chr2,63276723,OTX1,TSS1500
cg08072310,0.09,0.014,1.000,1.00,chr6,27446665,,
cg23654327,-0.09,0.014,1.000,1.00,chr22,19166456,SLC25A1,TSS200
cg07295092,-0.09,0.014,1.000,1.00,chr9,130565376,FPGS;FPGS,Body;TSS200
cg10356613,0.26,0.014,1.000,1.00,chr17,35294491,LHX1,TSS200
cg08472795,-0.10,0.014,1.000,1.00,chr2,129067253,HS6ST1,Body
cg03208850,-0.64,0.014,1.000,1.00,chr16,3333472,ZNF263,TSS200
cg02363317,-0.08,0.014,1.000,1.00,chr17,62502259,DDX5;CCDC45;DDX5,1stExon;TSS1500;5'UTR
cg08647091,0.07,0.014,1.000,1.00,chr16,4385126,GLIS2,Body
cg09447658,-0.10,0.014,1.000,1.00,chr3,128614669,ACAD9,Body
cg02725900,0.12,0.014,1.000,1.00,chr11,118965121,H2AFX;H2AFX,3'UTR;1stExon
cg14004197,-0.12,0.014,1.000,1.00,chr9,140216230,EXD3,Body
cg10622536,-0.12,0.014,1.000,1.00,chr1,36771021,C1orf113,TSS1500
cg03797380,0.14,0.014,1.000,1.00,chr13,31926795,,
